time,lux
525.414,493.56
525.515,507.72
525.614,496.50
525.713,496.50
525.815,510.71
525.914,510.71
526.015,510.71
526.113,512.56
526.215,510.71
526.313,505.89
526.412,510.71
526.514,510.71
526.615,510.71
526.713,510.71
526.814,510.71
526.914,510.71
527.012,510.71
527.114,510.71
527.215,505.89
527.313,505.89
527.414,510.71
527.513,510.71
527.614,510.71
527.712,510.71
527.812,510.71
527.914,510.71
528.015,510.71
528.113,510.71
528.212,510.71
528.313,510.71
528.413,510.71
528.513,510.71
528.614,505.89
528.712,510.71
528.813,510.71
528.913,510.71
529.015,510.71
529.113,510.71
529.214,510.71
529.313,510.71
529.413,510.71
529.512,510.71
529.613,505.89
529.712,510.71
529.814,505.89
529.912,505.89
530.013,505.89
530.113,510.71
530.213,463.65
530.308,436.64
530.413,404.94
530.512,389.68
530.613,389.68
530.713,358.09
530.808,367.12
530.913,358.09
531.016,354.28
531.112,354.28
531.212,354.28
531.312,358.09
531.412,354.28
531.512,358.09
531.613,358.09
531.713,358.09
531.814,358.09
531.912,358.09
532.014,358.09
532.112,358.09
532.214,358.09
532.312,358.09
532.412,358.09
532.513,358.09
532.615,358.09
532.712,354.28
532.812,358.09
532.913,358.09
533.011,358.09
533.112,354.28
533.215,358.09
533.312,358.09
533.410,358.09
533.513,358.09
533.612,358.09
533.713,358.09
533.815,358.09
533.912,358.09
534.011,358.09
534.113,354.28
534.212,354.28
534.311,358.09
534.411,354.28
534.511,354.28
534.616,352.84
534.712,354.28
534.809,358.09
534.911,358.09
535.011,358.09
535.112,354.28
535.212,354.28
535.312,354.28
535.410,358.09
535.510,358.09
535.611,344.04
535.711,284.24
535.811,236.47
535.911,206.54
536.010,173.66
536.110,152.39
536.211,125.70
536.311,127.61
536.411,115.19
536.512,115.19
536.611,115.19
536.711,115.19
536.812,115.19
536.912,115.19
537.011,115.19
537.112,115.19
537.211,115.19
537.312,115.88
537.410,115.19
537.509,115.88
537.611,115.88
537.713,115.88
537.811,115.88
537.913,115.19
538.010,115.88
538.105,115.19
538.210,115.88
538.302,115.19
538.413,115.19
538.511,115.19
538.611,115.19
538.704,115.19
538.815,115.19
538.905,115.19
539.015,115.19
539.111,115.19
539.212,115.19
539.310,115.19
539.408,115.19
539.510,115.19
539.608,115.19
539.709,115.19
539.811,115.19
539.910,115.19
540.011,115.19
540.111,115.19
540.210,115.19
540.310,115.19
540.409,115.19
540.509,115.19
540.611,111.70
540.710,84.60
540.809,48.68
540.910,34.96
541.009,24.09
541.109,15.46
541.209,13.77
541.308,11.44
541.410,11.29
541.510,11.29
541.611,11.44
541.710,11.29
541.814,11.29
541.906,11.29
542.010,11.29
542.109,11.29
542.210,11.44
542.309,11.29
542.410,11.44
542.508,11.44
542.611,11.44
542.711,11.44
542.809,11.44
542.911,11.44
543.010,11.44
