time;lux
82,394;1121,33
82,495;1124,45
82,593;1113,17
82,695;1116,28
82,793;1124,45
82,894;1116,28
82,993;1113,17
83,094;1113,17
83,194;1116,28
83,295;1097,27
83,393;1097,27
83,494;1097,27
83,594;1097,27
83,694;1097,27
83,793;1097,27
83,897;1100,35
83,993;1097,27
84,096;1100,35
84,193;1100,35
84,296;1100,35
84,394;1100,35
84,494;1100,35
84,594;1100,35
84,696;1100,35
84,794;1100,35
84,893;1100,35
84,994;1100,35
85,095;1100,35
85,194;1100,35
85,293;1100,35
85,394;1100,35
85,493;1100,35
85,594;1100,35
85,696;1092,29
85,792;1100,35
85,897;1100,35
85,993;1092,29
86,094;1092,29
86,193;1100,35
86,293;1092,29
86,392;1092,29
86,493;1092,29
86,593;1092,29
86,693;1092,29
86,792;1092,29
86,893;1092,29
86,994;1095,36
87,094;1092,29
87,192;1095,36
87,295;1092,29
87,391;1119,39
87,491;1119,39
87,593;1119,39
87,693;1119,39
87,792;1119,39
87,893;1119,39
87,993;1119,39
88,092;1119,39
88,192;1119,39
88,295;1119,39
88,393;1119,39
88,493;1119,39
88,591;1119,39
88,693;1119,39
88,792;1119,39
88,893;1119,39
88,993;1119,39
89,096;1119,39
89,192;1119,39
89,294;1119,39
89,393;1119,39
89,492;1119,39
89,592;1119,39
89,691;1119,39
89,791;1119,39
89,896;1119,39
89,992;1119,39
90,093;1119,39
90,193;1119,39
90,293;1119,39
90,392;1119,39
90,492;1119,39
90,594;1119,39
90,694;1135,51
90,79;1135,51
90,896;1135,51
90,991;1135,51
91,096;1135,51
91,192;1143,78
91,294;1135,51
91,39;1135,51
91,492;1135,51
91,592;1143,78
91,691;1143,78
91,793;1143,78
91,896;1143,78
91,992;1143,78
92,091;1143,78
92,19;1143,78
92,294;1143,78
92,391;1143,78
92,492;1143,78
92,592;1143,78
92,693;1143,78
92,79;1143,78
92,892;1143,78
92,991;1143,78
93,093;1143,78
93,191;1143,78
93,294;1168,51
93,391;1168,51
93,491;1168,51
93,592;1168,51
93,692;1168,51
93,788;1168,51
93,892;1168,51
93,991;1168,51
94,094;1168,51
94,191;1168,51
94,292;1168,51
94,391;1168,51
94,492;1168,51
94,59;1168,51
94,692;1168,51
94,791;1168,51
94,895;1168,51
94,991;1168,51
95,091;1176,94
95,19;1176,94
95,292;1176,94
95,391;1193,61
95,49;1176,94
95,591;1176,94
95,691;1176,94
95,79;1176,94
95,891;1176,94
95,991;1176,94
96,092;1176,94
96,19;1176,94
96,294;1176,94
96,391;1140,62
96,49;1148,91
96,59;1148,91
96,691;1148,91
96,791;1148,91
96,89;1148,91
96,991;1148,91
97,093;1148,91
97,19;1148,91
97,293;1148,91
97,39;1148,91
97,49;1148,91
97,589;1148,91
97,692;1148,91
97,79;1148,91
97,887;1148,91
97,99;1148,91
98,092;1148,91
98,191;1148,91
98,291;1148,91
98,389;1148,91
98,489;1148,91
98,59;1148,91
98,692;1148,91
98,79;1148,91
98,892;1148,91
98,99;1148,91
99,09;1148,91
99,192;1148,91
99,291;1148,91
99,39;1148,91
99,491;1148,91
99,588;1148,91
99,69;1148,91
99,791;1148,91
99,886;1148,91
99,991;1148,91
100,092;1148,91
100,189;1148,91
100,291;1148,91
100,39;1145,75
100,489;1148,91
100,59;1148,91
100,69;1148,91
100,788;1148,91
100,892;1148,91
100,99;1148,91
101,091;1148,91
101,189;1148,91
101,289;1148,91
101,39;1148,91
101,491;1148,91
101,589;1145,75
101,69;1145,75
101,788;1145,75
101,89;1145,75
101,988;1145,75
102,09;1145,75
102,188;1145,75
102,293;1145,75
102,389;1121,33
102,49;1121,33
102,588;1121,33
102,684;1121,33
102,791;1121,33
102,89;1121,33
102,99;1121,33
103,088;1121,33
103,191;1121,33
103,29;1121,33
103,391;1121,33
103,489;1121,33
103,59;1121,33
103,69;1121,33
103,79;1121,33
103,889;1121,33
103,99;1121,33
104,091;1121,33
104,189;1121,33
104,293;1121,33
104,39;1113,17
104,488;1097,27
104,588;1097,27
104,691;1097,27
104,789;1097,27
104,889;1097,27
104,989;1097,27
105,089;1097,27
105,19;1097,27
105,291;1097,27
105,389;1097,27
105,489;1097,27
105,589;1089,23
105,688;1089,23
105,79;1089,23
105,887;1089,23
105,989;1089,23
106,09;1089,23
106,189;1089,23
106,291;1089,23
106,388;1089,23
106,488;1089,23
106,589;1073,55
106,688;1073,55
106,79;1073,55
106,888;1073,55
106,988;1073,55
107,089;1073,55
107,187;1073,55
107,288;1073,55
107,389;1073,55
107,488;1073,55
107,588;1073,55
107,689;1065,63
107,788;1065,63
107,891;1076,58
107,988;1068,64
108,088;1068,64
108,188;1068,64
108,29;1068,64
108,389;1068,64
108,489;1068,64
108,588;1068,64
108,689;1068,64
108,788;1068,64
108,892;1068,64
108,988;1068,64
109,09;1068,64
109,185;1068,64
109,289;1068,64
109,389;1068,64
109,489;1068,64
109,588;1068,64
109,687;1068,64
109,79;1068,64
109,888;1068,64
109,989;1068,64
110,089;1068,64
110,188;1068,64
110,29;1068,64
110,388;1068,64
110,488;1068,64
110,587;1068,64
110,689;1068,64
110,788;1068,64
110,889;1068,64
110,988;1068,64
111,088;1068,64
111,188;1068,64
111,29;1068,64
111,388;1068,64
111,489;1084,27
111,588;1087,32
111,686;1084,27
111,786;1084,27
111,889;1084,27
111,988;1084,27
112,087;1084,27
112,188;1087,32
112,287;1084,27
112,387;1084,27
112,488;1084,27
112,588;1084,27
112,689;1087,32
112,788;1084,27
112,887;1084,27
112,988;1087,32
113,088;1087,32
113,187;1087,32
113,287;1084,27
113,381;1087,32
113,488;1087,32
113,587;1087,32
113,689;1087,32
113,788;1087,32
113,888;1095,36
113,987;1095,36
114,089;1095,36
114,188;1095,36
114,288;1095,36
114,386;1095,36
114,487;1095,36
114,588;1095,36
114,689;1095,36
114,788;1095,36
114,889;1111,24
114,986;1111,24
115,088;1111,24
115,186;1111,24
115,287;1111,24
115,387;1111,24
115,486;1111,24
115,586;1111,24
115,689;1111,24
115,788;1119,39
115,888;1119,39
115,987;1119,39
116,086;1119,39
116,187;1119,39
116,287;1119,39
116,387;1135,51
116,486;1135,51
116,587;1119,39
116,686;1119,39
116,787;1119,39
116,886;1119,39
116,986;1135,51
117,086;1135,51
117,186;1135,51
117,288;1135,51
117,386;1135,51
117,487;1135,51
117,586;1135,51
117,686;1143,78
117,786;1143,78
117,888;1143,78
117,986;1143,78
118,089;1143,78
118,187;1143,78
118,286;1143,78
118,381;1143,78
118,488;1143,78
118,586;1143,78
118,687;1143,78
118,785;1143,78
118,886;1143,78
118,985;1143,78
119,089;1143,78
119,187;1143,78
119,287;1143,78
119,384;1143,78
119,487;1143,78
119,585;1152,09
119,685;1152,09
119,787;1152,09
119,886;1152,09
119,98;1152,09
120,089;1168,51
120,184;1168,51
120,285;1165,31
120,385;1168,51
120,484;1165,31
120,585;1165,31
120,686;1165,31
120,785;1165,31
120,887;1148,91
120,984;1148,91
121,087;1148,91
121,184;1165,31
121,286;1165,31
121,384;1165,31
121,484;1165,31
121,584;1165,31
121,689;1148,91
121,784;1148,91
121,887;1148,91
121,984;1148,91
122,087;1148,91
122,184;1148,91
122,284;1148,91
122,385;1148,91
122,485;1148,91
122,585;1148,91
122,687;1148,91
122,786;1148,91
122,885;1148,91
122,984;1148,91
123,085;1148,91
123,185;1148,91
123,284;1148,91
123,385;1148,91
123,485;1148,91
123,584;1148,91
123,685;1148,91
123,784;1148,91
123,885;1148,91
123,979;1148,91
124,092;1148,91
124,183;1148,91
124,283;1148,91
124,386;1148,91
124,484;1148,91
124,583;1148,91
124,686;1148,91
124,784;1148,91
124,884;1148,91
124,983;1148,91
125,087;1148,91
125,185;1148,91
125,283;1148,91
125,385;1148,91
125,484;1148,91
125,584;1148,91
125,683;1148,91
125,783;1148,91
125,886;1148,91
125,984;1148,91
126,084;1148,91
126,184;1148,91
126,283;1148,91
126,384;1148,91
126,485;1148,91
126,583;1148,91
126,684;1148,91
126,784;1148,91
126,885;1148,91
126,984;1148,91
127,084;1145,75
127,182;1145,75
127,287;1145,75
127,383;1145,75
127,484;1121,33
127,584;1121,33
127,684;1140,62
127,782;1148,91
127,884;1148,91
127,983;1121,33
128,086;1124,45
128,183;1124,45
128,285;1121,33
128,382;1121,33
128,483;1121,33
128,583;1121,33
128,682;1121,33
128,783;1121,33
128,885;1121,33
128,983;1121,33
129,084;1121,33
129,183;1121,33
129,283;1121,33
129,384;1121,33
129,482;1121,33
129,584;1121,33
129,682;1121,33
129,783;1121,33
129,884;1124,45
129,982;1124,45
130,084;1124,45
130,181;1124,45
130,284;1124,45
130,383;1124,45
130,483;1113,17
130,582;1097,27
130,682;1097,27
130,782;1097,27
130,882;1097,27
130,982;1097,27
131,082;1097,27
131,183;1097,27
131,283;1097,27
131,382;1097,27
131,482;1097,27
131,582;1097,27
131,678;1097,27
131,781;1097,27
131,885;1097,27
131,981;1097,27
132,082;1089,23
132,181;1089,23
132,282;1089,23
132,382;1089,23
132,482;1089,23
132,582;1089,23
132,682;1089,23
132,781;1089,23
132,882;1089,23
132,983;1089,23
133,082;1089,23
133,18;1089,23
133,283;1089,23
133,382;1073,55
133,482;1073,55
133,583;1073,55
133,683;1073,55
133,781;1073,55
133,882;1073,55
133,983;1073,55
134,082;1073,55
134,181;1073,55
134,282;1073,55
134,383;1073,55
134,48;1073,55
134,582;1065,63
134,676;1065,63
134,784;1068,64
134,881;1076,58
134,981;1068,64
135,081;1068,64
135,181;1065,63
135,282;1065,63
135,38;1068,64
135,481;1068,64
135,583;1068,64
135,682;1068,64
135,781;1068,64
135,882;1068,64
135,981;1068,64
136,082;1068,64
136,181;1068,64
136,28;1068,64
136,381;1068,64
136,482;1068,64
136,581;1068,64
136,682;1068,64
136,781;1068,64
136,882;1068,64
136,98;1068,64
137,082;1068,64
137,178;1068,64
137,282;1068,64
137,381;1068,64
137,481;1068,64
137,582;1068,64
137,682;1068,64
137,781;1068,64
137,882;1068,64
137,981;1068,64
138,081;1068,64
138,181;1068,64
138,28;1068,64
138,381;1068,64
138,482;1068,64
138,581;1068,64
138,681;1068,64
138,781;1068,64
138,881;1068,64
138,981;1068,64
139,082;1068,64
139,18;1071,67
139,281;1087,32
139,381;1087,32
139,481;1087,32
139,582;1084,27
139,671;1087,32
139,777;1084,27
139,879;1087,32
139,98;1084,27
140,08;1084,27
140,18;1084,27
140,281;1087,32
140,379;1087,32
140,481;1087,32
140,581;1087,32
140,681;1087,32
140,78;1087,32
140,881;1087,32
140,98;1087,32
141,082;1087,32
141,181;1087,32
141,28;1087,32
141,38;1087,32
141,481;1087,32
141,582;1095,36
141,68;1095,36
141,779;1095,36
141,881;1095,36
141,979;1095,36
142,082;1095,36
142,18;1095,36
142,281;1095,36
142,38;1095,36
142,481;1095,36
142,58;1111,24
142,68;1111,24
142,779;1111,24
142,882;1111,24
142,98;1111,24
143,078;1111,24
143,18;1111,24
143,28;1111,24
143,379;1111,24
143,479;1111,24
143,581;1119,39
143,679;1119,39
143,781;1119,39
143,881;1119,39
143,979;1119,39
144,079;1119,39
144,179;1119,39
144,281;1119,39
144,379;1119,39
144,48;1119,39
144,58;1119,39
144,68;1119,39
144,779;1119,39
144,879;1135,51
144,979;1135,51
145,08;1119,39
145,179;1119,39
145,278;1135,51
145,379;1135,51
145,48;1135,51
145,578;1135,51
145,679;1135,51
145,779;1143,78
145,878;1143,78
145,979;1143,78
146,08;1143,78
146,177;1143,78
146,278;1143,78
146,38;1143,78
146,479;1143,78
146,579;1143,78
146,679;1143,78
146,779;1143,78
146,88;1143,78
146,978;1143,78
147,078;1143,78
147,178;1143,78
147,28;1143,78
147,378;1143,78
147,48;1143,78
147,579;1152,09
147,679;1168,51
147,777;1168,51
147,879;1168,51
147,978;1168,51
148,079;1152,09
148,177;1152,09
148,28;1148,91
148,379;1148,91
148,479;1148,91
148,578;1148,91
148,68;1148,91
148,778;1148,91
148,878;1148,91
148,978;1148,91
149,079;1148,91
149,178;1148,91
149,279;1148,91
149,377;1148,91
149,478;1148,91
149,579;1148,91
149,679;1148,91
149,778;1148,91
149,879;1148,91
149,978;1148,91
150,08;1148,91
150,172;1148,91
150,28;1148,91
150,376;1148,91
150,477;1148,91
150,578;1148,91
150,678;1148,91
150,778;1148,91
150,879;1148,91
150,978;1148,91
151,079;1148,91
151,179;1148,91
151,279;1148,91
151,377;1148,91
151,478;1148,91
151,579;1148,91
151,675;1148,91
151,781;1148,91
151,878;1148,91
151,977;1148,91
152,079;1148,91
152,179;1148,91
152,278;1148,91
152,377;1148,91
152,478;1148,91
152,578;1148,91
152,678;1148,91
152,779;1148,91
152,877;1148,91
152,977;1148,91
153,079;1148,91
153,178;1148,91
153,28;1148,91
153,379;1148,91
153,478;1148,91
153,577;1148,91
153,679;1148,91
153,778;1148,91
153,876;1148,91
153,98;1148,91
154,079;1148,91
154,176;1148,91
154,279;1148,91
154,378;1148,91
154,478;1148,91
154,575;1148,91
154,68;1148,91
154,778;1148,91
154,879;1148,91
154,978;1148,91
155,079;1148,91
155,178;1148,91
